t_s,cell_id,centre_lat,centre_lon,staleness_s
2058.1,74,54.4605109,18.8666626,-1.0
2058.1,75,54.4605109,18.8713508,-1.0
2058.1,76,54.4605109,18.8760390,-1.0
2058.1,77,54.4605109,18.8807273,-1.0
2058.1,78,54.4605109,18.8854155,-1.0
2058.1,79,54.4605109,18.8901037,-1.0
2058.1,80,54.4605109,18.8947920,-1.0
2058.1,81,54.4632059,18.8572861,-1.0
2058.1,82,54.4632059,18.8619743,-1.0
2058.1,83,54.4632059,18.8666626,-1.0
2058.1,84,54.4632059,18.8713508,-1.0
2058.1,85,54.4632059,18.8760390,-1.0
2058.1,86,54.4632059,18.8807273,-1.0
2058.1,87,54.4632059,18.8854155,-1.0
2058.1,88,54.4632059,18.8901037,-1.0
2058.1,89,54.4632059,18.8947920,-1.0
2068.1,0,54.4389515,18.8572861,-1.0
2068.1,1,54.4389515,18.8619743,-1.0
2068.1,2,54.4389515,18.8666626,-1.0
2068.1,3,54.4389515,18.8713508,-1.0
2068.1,4,54.4389515,18.8760390,-1.0
2068.1,5,54.4389515,18.8807273,84.0
2068.1,6,54.4389515,18.8854155,-1.0
2068.1,7,54.4389515,18.8901037,-1.0
2068.1,8,54.4389515,18.8947920,-1.0
2068.1,9,54.4416464,18.8572861,-1.0
2068.1,10,54.4416464,18.8619743,-1.0
2068.1,11,54.4416464,18.8666626,-1.0
2068.1,12,54.4416464,18.8713508,-1.0
2068.1,13,54.4416464,18.8760390,260.0
2068.1,14,54.4416464,18.8807273,174.0
2068.1,15,54.4416464,18.8854155,-1.0
2068.1,16,54.4416464,18.8901037,-1.0
2068.1,17,54.4416464,18.8947920,-1.0
2068.1,18,54.4443413,18.8572861,-1.0
2068.1,19,54.4443413,18.8619743,-1.0
2068.1,20,54.4443413,18.8666626,-1.0
2068.1,21,54.4443413,18.8713508,-1.0
2068.1,22,54.4443413,18.8760390,18.0
2068.1,23,54.4443413,18.8807273,8.0
2068.1,24,54.4443413,18.8854155,-1.0
2068.1,25,54.4443413,18.8901037,-1.0
2068.1,26,54.4443413,18.8947920,-1.0
2068.1,27,54.4470363,18.8572861,-1.0
2068.1,28,54.4470363,18.8619743,-1.0
2068.1,29,54.4470363,18.8666626,-1.0
2068.1,30,54.4470363,18.8713508,-1.0
2068.1,31,54.4470363,18.8760390,-1.0
2068.1,32,54.4470363,18.8807273,19.0
2068.1,33,54.4470363,18.8854155,131.0
2068.1,34,54.4470363,18.8901037,6.0
2068.1,35,54.4470363,18.8947920,49.0
2068.1,36,54.4497312,18.8572861,-1.0
2068.1,37,54.4497312,18.8619743,-1.0
2068.1,38,54.4497312,18.8666626,-1.0
2068.1,39,54.4497312,18.8713508,-1.0
2068.1,40,54.4497312,18.8760390,-1.0
2068.1,41,54.4497312,18.8807273,663.0
2068.1,42,54.4497312,18.8854155,1.0
2068.1,43,54.4497312,18.8901037,658.0
2068.1,44,54.4497312,18.8947920,140.0
2068.1,45,54.4524261,18.8572861,-1.0
2068.1,46,54.4524261,18.8619743,-1.0
2068.1,47,54.4524261,18.8666626,-1.0
2068.1,48,54.4524261,18.8713508,-1.0
2068.1,49,54.4524261,18.8760390,-1.0
2068.1,50,54.4524261,18.8807273,10.0
2068.1,51,54.4524261,18.8854155,7.0
2068.1,52,54.4524261,18.8901037,649.0
2068.1,53,54.4524261,18.8947920,-1.0
2068.1,54,54.4551211,18.8572861,-1.0
2068.1,55,54.4551211,18.8619743,-1.0
2068.1,56,54.4551211,18.8666626,-1.0
2068.1,57,54.4551211,18.8713508,-1.0
2068.1,58,54.4551211,18.8760390,-1.0
2068.1,59,54.4551211,18.8807273,32.0
2068.1,60,54.4551211,18.8854155,837.0
2068.1,61,54.4551211,18.8901037,19.0
2068.1,62,54.4551211,18.8947920,804.0
2068.1,63,54.4578160,18.8572861,-1.0
2068.1,64,54.4578160,18.8619743,-1.0
2068.1,65,54.4578160,18.8666626,-1.0
2068.1,66,54.4578160,18.8713508,-1.0
2068.1,67,54.4578160,18.8760390,-1.0
2068.1,68,54.4578160,18.8807273,-1.0
2068.1,69,54.4578160,18.8854155,-1.0
2068.1,70,54.4578160,18.8901037,-1.0
2068.1,71,54.4578160,18.8947920,-1.0
2068.1,72,54.4605109,18.8572861,-1.0
2068.1,73,54.4605109,18.8619743,-1.0
2068.1,74,54.4605109,18.8666626,-1.0
2068.1,75,54.4605109,18.8713508,-1.0
2068.1,76,54.4605109,18.8760390,-1.0
2068.1,77,54.4605109,18.8807273,-1.0
2068.1,78,54.4605109,18.8854155,-1.0
2068.1,79,54.4605109,18.8901037,-1.0
2068.1,80,54.4605109,18.8947920,-1.0
2068.1,81,54.4632059,18.8572861,-1.0
2068.1,82,54.4632059,18.8619743,-1.0
2068.1,83,54.4632059,18.8666626,-1.0
2068.1,84,54.4632059,18.8713508,-1.0
2068.1,85,54.4632059,18.8760390,-1.0
2068.1,86,54.4632059,18.8807273,-1.0
2068.1,87,54.4632059,18.8854155,-1.0
2068.1,88,54.4632059,18.8901037,-1.0
2068.1,89,54.4632059,18.8947920,-1.0
2078.2,0,54.4389515,18.8572861,-1.0
2078.2,1,54.4389515,18.8619743,-1.0
2078.2,2,54.4389515,18.8666626,-1.0
2078.2,3,54.4389515,18.8713508,-1.0
2078.2,4,54.4389515,18.8760390,6.0
2078.2,5,54.4389515,18.8807273,94.0
2078.2,6,54.4389515,18.8854155,-1.0
2078.2,7,54.4389515,18.8901037,-1.0
2078.2,8,54.4389515,18.8947920,-1.0
2078.2,9,54.4416464,18.8572861,-1.0
2078.2,10,54.4416464,18.8619743,-1.0
2078.2,11,54.4416464,18.8666626,-1.0
2078.2,12,54.4416464,18.8713508,-1.0
2078.2,13,54.4416464,18.8760390,270.0
2078.2,14,54.4416464,18.8807273,184.0
2078.2,15,54.4416464,18.8854155,-1.0
2078.2,16,54.4416464,18.8901037,-1.0
2078.2,17,54.4416464,18.8947920,-1.0
2078.2,18,54.4443413,18.8572861,-1.0
2078.2,19,54.4443413,18.8619743,-1.0
2078.2,20,54.4443413,18.8666626,-1.0
2078.2,21,54.4443413,18.8713508,-1.0
2078.2,22,54.4443413,18.8760390,18.0
2078.2,23,54.4443413,18.8807273,8.0
2078.2,24,54.4443413,18.8854155,-1.0
2078.2,25,54.4443413,18.8901037,-1.0
2078.2,26,54.4443413,18.8947920,-1.0
2078.2,27,54.4470363,18.8572861,-1.0
2078.2,28,54.4470363,18.8619743,-1.0
2078.2,29,54.4470363,18.8666626,-1.0
2078.2,30,54.4470363,18.8713508,-1.0
2078.2,31,54.4470363,18.8760390,-1.0
2078.2,32,54.4470363,18.8807273,19.0
2078.2,33,54.4470363,18.8854155,131.0
2078.2,34,54.4470363,18.8901037,6.0
2078.2,35,54.4470363,18.8947920,49.0
2078.2,36,54.4497312,18.8572861,-1.0
2078.2,37,54.4497312,18.8619743,-1.0
2078.2,38,54.4497312,18.8666626,-1.0
2078.2,39,54.4497312,18.8713508,-1.0
2078.2,40,54.4497312,18.8760390,-1.0
2078.2,41,54.4497312,18.8807273,673.0
2078.2,42,54.4497312,18.8854155,1.0
2078.2,43,54.4497312,18.8901037,668.0
2078.2,44,54.4497312,18.8947920,140.0
2078.2,45,54.4524261,18.8572861,-1.0
2078.2,46,54.4524261,18.8619743,-1.0
2078.2,47,54.4524261,18.8666626,-1.0
2078.2,48,54.4524261,18.8713508,-1.0
2078.2,49,54.4524261,18.8760390,-1.0
2078.2,50,54.4524261,18.8807273,10.0
2078.2,51,54.4524261,18.8854155,7.0
2078.2,52,54.4524261,18.8901037,659.0
2078.2,53,54.4524261,18.8947920,-1.0
2078.2,54,54.4551211,18.8572861,-1.0
2078.2,55,54.4551211,18.8619743,-1.0
2078.2,56,54.4551211,18.8666626,-1.0
2078.2,57,54.4551211,18.8713508,-1.0
2078.2,58,54.4551211,18.8760390,-1.0
2078.2,59,54.4551211,18.8807273,32.0
2078.2,60,54.4551211,18.8854155,848.0
2078.2,61,54.4551211,18.8901037,19.0
2078.2,62,54.4551211,18.8947920,814.0
2078.2,63,54.4578160,18.8572861,-1.0
2078.2,64,54.4578160,18.8619743,-1.0
2078.2,65,54.4578160,18.8666626,-1.0
2078.2,66,54.4578160,18.8713508,-1.0
2078.2,67,54.4578160,18.8760390,-1.0
2078.2,68,54.4578160,18.8807273,-1.0
2078.2,69,54.4578160,18.8854155,-1.0
2078.2,70,54.4578160,18.8901037,-1.0
2078.2,71,54.4578160,18.8947920,-1.0
2078.2,72,54.4605109,18.8572861,-1.0
2078.2,73,54.4605109,18.8619743,-1.0
2078.2,74,54.4605109,18.8666626,-1.0
2078.2,75,54.4605109,18.8713508,-1.0
2078.2,76,54.4605109,18.8760390,-1.0
2078.2,77,54.4605109,18.8807273,-1.0
2078.2,78,54.4605109,18.8854155,-1.0
2078.2,79,54.4605109,18.8901037,-1.0
2078.2,80,54.4605109,18.8947920,-1.0
2078.2,81,54.4632059,18.8572861,-1.0
2078.2,82,54.4632059,18.8619743,-1.0
2078.2,83,54.4632059,18.8666626,-1.0
2078.2,84,54.4632059,18.8713508,-1.0
2078.2,85,54.4632059,18.8760390,-1.0
2078.2,86,54.4632059,18.8807273,-1.0
2078.2,87,54.4632059,18.8854155,-1.0
2078.2,88,54.4632059,18.8901037,-1.0
2078.2,89,54.4632059,18.8947920,-1.0
2088.3,0,54.4389515,18.8572861,-1.0
2088.3,1,54.4389515,18.8619743,-1.0
2088.3,2,54.4389515,18.8666626,-1.0
2088.3,3,54.4389515,18.8713508,-1.0
2088.3,4,54.4389515,18.8760390,16.0
2088.3,5,54.4389515,18.8807273,104.0
2088.3,6,54.4389515,18.8854155,-1.0
2088.3,7,54.4389515,18.8901037,-1.0
2088.3,8,54.4389515,18.8947920,-1.0
2088.3,9,54.4416464,18.8572861,-1.0
2088.3,10,54.4416464,18.8619743,-1.0
2088.3,11,54.4416464,18.8666626,-1.0
2088.3,12,54.4416464,18.8713508,-1.0
2088.3,13,54.4416464,18.8760390,280.0
2088.3,14,54.4416464,18.8807273,194.0
2088.3,15,54.4416464,18.8854155,-1.0
2088.3,16,54.4416464,18.8901037,-1.0
2088.3,17,54.4416464,18.8947920,-1.0
2088.3,18,54.4443413,18.8572861,-1.0
2088.3,19,54.4443413,18.8619743,-1.0
2088.3,20,54.4443413,18.8666626,-1.0
2088.3,21,54.4443413,18.8713508,-1.0
2088.3,22,54.4443413,18.8760390,18.0
2088.3,23,54.4443413,18.8807273,8.0
2088.3,24,54.4443413,18.8854155,-1.0
2088.3,25,54.4443413,18.8901037,-1.0
2088.3,26,54.4443413,18.8947920,-1.0
2088.3,27,54.4470363,18.8572861,-1.0
2088.3,28,54.4470363,18.8619743,-1.0
2088.3,29,54.4470363,18.8666626,-1.0
2088.3,30,54.4470363,18.8713508,-1.0
2088.3,31,54.4470363,18.8760390,-1.0
2088.3,32,54.4470363,18.8807273,19.0
2088.3,33,54.4470363,18.8854155,131.0
2088.3,34,54.4470363,18.8901037,6.0
2088.3,35,54.4470363,18.8947920,49.0
2088.3,36,54.4497312,18.8572861,-1.0
2088.3,37,54.4497312,18.8619743,-1.0
2088.3,38,54.4497312,18.8666626,-1.0
2088.3,39,54.4497312,18.8713508,-1.0
2088.3,40,54.4497312,18.8760390,-1.0
2088.3,41,54.4497312,18.8807273,683.0
2088.3,42,54.4497312,18.8854155,1.0
2088.3,43,54.4497312,18.8901037,678.0
2088.3,44,54.4497312,18.8947920,140.0
2088.3,45,54.4524261,18.8572861,-1.0
2088.3,46,54.4524261,18.8619743,-1.0
2088.3,47,54.4524261,18.8666626,-1.0
2088.3,48,54.4524261,18.8713508,-1.0
2088.3,49,54.4524261,18.8760390,-1.0
2088.3,50,54.4524261,18.8807273,10.0
2088.3,51,54.4524261,18.8854155,7.0
2088.3,52,54.4524261,18.8901037,669.0
2088.3,53,54.4524261,18.8947920,-1.0
2088.3,54,54.4551211,18.8572861,-1.0
2088.3,55,54.4551211,18.8619743,-1.0
2088.3,56,54.4551211,18.8666626,-1.0
2088.3,57,54.4551211,18.8713508,-1.0
2088.3,58,54.4551211,18.8760390,-1.0
2088.3,59,54.4551211,18.8807273,32.0
2088.3,60,54.4551211,18.8854155,858.0
2088.3,61,54.4551211,18.8901037,19.0
2088.3,62,54.4551211,18.8947920,824.0
2088.3,63,54.4578160,18.8572861,-1.0
2088.3,64,54.4578160,18.8619743,-1.0
2088.3,65,54.4578160,18.8666626,-1.0
2088.3,66,54.4578160,18.8713508,-1.0
2088.3,67,54.4578160,18.8760390,-1.0
2088.3,68,54.4578160,18.8807273,-1.0
2088.3,69,54.4578160,18.8854155,-1.0
2088.3,70,54.4578160,18.8901037,-1.0
2088.3,71,54.4578160,18.8947920,-1.0
2088.3,72,54.4605109,18.8572861,-1.0
2088.3,73,54.4605109,18.8619743,-1.0
2088.3,74,54.4605109,18.8666626,-1.0
2088.3,75,54.4605109,18.8713508,-1.0
2088.3,76,54.4605109,18.8760390,-1.0
2088.3,77,54.4605109,18.8807273,-1.0
2088.3,78,54.4605109,18.8854155,-1.0
2088.3,79,54.4605109,18.8901037,-1.0
2088.3,80,54.4605109,18.8947920,-1.0
2088.3,81,54.4632059,18.8572861,-1.0
2088.3,82,54.4632059,18.8619743,-1.0
2088.3,83,54.4632059,18.8666626,-1.0
2088.3,84,54.4632059,18.8713508,-1.0
2088.3,85,54.4632059,18.8760390,-1.0
2088.3,86,54.4632059,18.8807273,-1.0
2088.3,87,54.4632059,18.8854155,-1.0
2088.3,88,54.4632059,18.8901037,-1.0
2088.3,89,54.4632059,18.8947920,-1.0
2098.4,0,54.4389515,18.8572861,-1.0
2098.4,1,54.4389515,18.8619743,-1.0
2098.4,2,54.4389515,18.8666626,-1.0
2098.4,3,54.4389515,18.8713508,-1.0
2098.4,4,54.4389515,18.8760390,26.0
2098.4,5,54.4389515,18.8807273,114.0
2098.4,6,54.4389515,18.8854155,-1.0
2098.4,7,54.4389515,18.8901037,-1.0
2098.4,8,54.4389515,18.8947920,-1.0
2098.4,9,54.4416464,18.8572861,-1.0
2098.4,10,54.4416464,18.8619743,-1.0
2098.4,11,54.4416464,18.8666626,-1.0
2098.4,12,54.4416464,18.8713508,-1.0
2098.4,13,54.4416464,18.8760390,291.0
2098.4,14,54.4416464,18.8807273,204.0
2098.4,15,54.4416464,18.8854155,-1.0
2098.4,16,54.4416464,18.8901037,-1.0
2098.4,17,54.4416464,18.8947920,-1.0
2098.4,18,54.4443413,18.8572861,-1.0
2098.4,19,54.4443413,18.8619743,-1.0
2098.4,20,54.4443413,18.8666626,-1.0
2098.4,21,54.4443413,18.8713508,-1.0
2098.4,22,54.4443413,18.8760390,18.0
2098.4,23,54.4443413,18.8807273,8.0
2098.4,24,54.4443413,18.8854155,-1.0
2098.4,25,54.4443413,18.8901037,-1.0
2098.4,26,54.4443413,18.8947920,-1.0
2098.4,27,54.4470363,18.8572861,-1.0
2098.4,28,54.4470363,18.8619743,-1.0
2098.4,29,54.4470363,18.8666626,-1.0
2098.4,30,54.4470363,18.8713508,-1.0
2098.4,31,54.4470363,18.8760390,-1.0
2098.4,32,54.4470363,18.8807273,19.0
2098.4,33,54.4470363,18.8854155,131.0
2098.4,34,54.4470363,18.8901037,6.0
2098.4,35,54.4470363,18.8947920,49.0
2098.4,36,54.4497312,18.8572861,-1.0
2098.4,37,54.4497312,18.8619743,-1.0
2098.4,38,54.4497312,18.8666626,-1.0
2098.4,39,54.4497312,18.8713508,-1.0
2098.4,40,54.4497312,18.8760390,-1.0
2098.4,41,54.4497312,18.8807273,693.0
2098.4,42,54.4497312,18.8854155,1.0
2098.4,43,54.4497312,18.8901037,688.0
2098.4,44,54.4497312,18.8947920,140.0
2098.4,45,54.4524261,18.8572861,-1.0
2098.4,46,54.4524261,18.8619743,-1.0
2098.4,47,54.4524261,18.8666626,-1.0
2098.4,48,54.4524261,18.8713508,-1.0
2098.4,49,54.4524261,18.8760390,-1.0
2098.4,50,54.4524261,18.8807273,10.0
2098.4,51,54.4524261,18.8854155,7.0
2098.4,52,54.4524261,18.8901037,679.0
2098.4,53,54.4524261,18.8947920,-1.0
2098.4,54,54.4551211,18.8572861,-1.0
2098.4,55,54.4551211,18.8619743,-1.0
2098.4,56,54.4551211,18.8666626,-1.0
2098.4,57,54.4551211,18.8713508,-1.0
2098.4,58,54.4551211,18.8760390,-1.0
2098.4,59,54.4551211,18.8807273,32.0
2098.4,60,54.4551211,18.8854155,868.0
2098.4,61,54.4551211,18.8901037,19.0
2098.4,62,54.4551211,18.8947920,835.0
2098.4,63,54.4578160,18.8572861,-1.0
2098.4,64,54.4578160,18.8619743,-1.0
2098.4,65,54.4578160,18.8666626,-1.0
2098.4,66,54.4578160,18.8713508,-1.0
2098.4,67,54.4578160,18.8760390,-1.0
2098.4,68,54.4578160,18.8807273,-1.0
2098.4,69,54.4578160,18.8854155,-1.0
2098.4,70,54.4578160,18.8901037,-1.0
2098.4,71,54.4578160,18.8947920,-1.0
2098.4,72,54.4605109,18.8572861,-1.0
2098.4,73,54.4605109,18.8619743,-1.0
2098.4,74,54.4605109,18.8666626,-1.0
2098.4,75,54.4605109,18.8713508,-1.0
2098.4,76,54.4605109,18.8760390,-1.0
2098.4,77,54.4605109,18.8807273,-1.0
2098.4,78,54.4605109,18.8854155,-1.0
2098.4,79,54.4605109,18.8901037,-1.0
2098.4,80,54.4605109,18.8947920,-1.0
2098.4,81,54.4632059,18.8572861,-1.0
2098.4,82,54.4632059,18.8619743,-1.0
2098.4,83,54.4632059,18.8666626,-1.0
2098.4,84,54.4632059,18.8713508,-1.0
2098.4,85,54.4632059,18.8760390,-1.0
2098.4,86,54.4632059,18.8807273,-1.0
2098.4,87,54.4632059,18.8854155,-1.0
2098.4,88,54.4632059,18.8901037,-1.0
2098.4,89,54.4632059,18.8947920,-1.0
2108.4,0,54.4389515,18.8572861,-1.0
2108.4,1,54.4389515,18.8619743,-1.0
2108.4,2,54.4389515,18.8666626,-1.0
2108.4,3,54.4389515,18.8713508,-1.0
2108.4,4,54.4389515,18.8760390,36.0
2108.4,5,54.4389515,18.8807273,124.0
2108.4,6,54.4389515,18.8854155,-1.0
2108.4,7,54.4389515,18.8901037,-1.0
2108.4,8,54.4389515,18.8947920,-1.0
2108.4,9,54.4416464,18.8572861,-1.0
2108.4,10,54.4416464,18.8619743,-1.0
2108.4,11,54.4416464,18.8666626,-1.0
2108.4,12,54.4416464,18.8713508,-1.0
2108.4,13,54.4416464,18.8760390,301.0
2108.4,14,54.4416464,18.8807273,214.0
2108.4,15,54.4416464,18.8854155,-1.0
2108.4,16,54.4416464,18.8901037,-1.0
2108.4,17,54.4416464,18.8947920,-1.0
2108.4,18,54.4443413,18.8572861,-1.0
2108.4,19,54.4443413,18.8619743,-1.0
2108.4,20,54.4443413,18.8666626,-1.0
2108.4,21,54.4443413,18.8713508,-1.0
2108.4,22,54.4443413,18.8760390,18.0
2108.4,23,54.4443413,18.8807273,8.0
2108.4,24,54.4443413,18.8854155,-1.0
2108.4,25,54.4443413,18.8901037,-1.0
2108.4,26,54.4443413,18.8947920,-1.0
2108.4,27,54.4470363,18.8572861,-1.0
2108.4,28,54.4470363,18.8619743,-1.0
2108.4,29,54.4470363,18.8666626,-1.0
2108.4,30,54.4470363,18.8713508,-1.0
2108.4,31,54.4470363,18.8760390,-1.0
2108.4,32,54.4470363,18.8807273,19.0
2108.4,33,54.4470363,18.8854155,131.0
2108.4,34,54.4470363,18.8901037,6.0
2108.4,35,54.4470363,18.8947920,49.0
2108.4,36,54.4497312,18.8572861,-1.0
2108.4,37,54.4497312,18.8619743,-1.0
2108.4,38,54.4497312,18.8666626,-1.0
2108.4,39,54.4497312,18.8713508,-1.0
2108.4,40,54.4497312,18.8760390,-1.0
2108.4,41,54.4497312,18.8807273,703.0
2108.4,42,54.4497312,18.8854155,1.0
2108.4,43,54.4497312,18.8901037,698.0
2108.4,44,54.4497312,18.8947920,140.0
2108.4,45,54.4524261,18.8572861,-1.0
2108.4,46,54.4524261,18.8619743,-1.0
2108.4,47,54.4524261,18.8666626,-1.0
2108.4,48,54.4524261,18.8713508,-1.0
2108.4,49,54.4524261,18.8760390,-1.0
2108.4,50,54.4524261,18.8807273,10.0
2108.4,51,54.4524261,18.8854155,7.0
2108.4,52,54.4524261,18.8901037,689.0
2108.4,53,54.4524261,18.8947920,-1.0
2108.4,54,54.4551211,18.8572861,-1.0
2108.4,55,54.4551211,18.8619743,-1.0
2108.4,56,54.4551211,18.8666626,-1.0
2108.4,57,54.4551211,18.8713508,-1.0
2108.4,58,54.4551211,18.8760390,-1.0
2108.4,59,54.4551211,18.8807273,32.0
2108.4,60,54.4551211,18.8854155,878.0
2108.4,61,54.4551211,18.8901037,19.0
2108.4,62,54.4551211,18.8947920,845.0
2108.4,63,54.4578160,18.8572861,-1.0
2108.4,64,54.4578160,18.8619743,-1.0
2108.4,65,54.4578160,18.8666626,-1.0
2108.4,66,54.4578160,18.8713508,-1.0
2108.4,67,54.4578160,18.8760390,-1.0
2108.4,68,54.4578160,18.8807273,-1.0
2108.4,69,54.4578160,18.8854155,-1.0
2108.4,70,54.4578160,18.8901037,-1.0
2108.4,71,54.4578160,18.8947920,-1.0
2108.4,72,54.4605109,18.8572861,-1.0
2108.4,73,54.4605109,18.8619743,-1.0
2108.4,74,54.4605109,18.8666626,-1.0
2108.4,75,54.4605109,18.8713508,-1.0
2108.4,76,54.4605109,18.8760390,-1.0
2108.4,77,54.4605109,18.8807273,-1.0
2108.4,78,54.4605109,18.8854155,-1.0
2108.4,79,54.4605109,18.8901037,-1.0
2108.4,80,54.4605109,18.8947920,-1.0
2108.4,81,54.4632059,18.8572861,-1.0
2108.4,82,54.4632059,18.8619743,-1.0
2108.4,83,54.4632059,18.8666626,-1.0
2108.4,84,54.4632059,18.8713508,-1.0
2108.4,85,54.4632059,18.8760390,-1.0
2108.4,86,54.4632059,18.8807273,-1.0
2108.4,87,54.4632059,18.8854155,-1.0
2108.4,88,54.4632059,18.8901037,-1.0
2108.4,89,54.4632059,18.8947920,-1.0
2118.5,0,54.4389515,18.8572861,-1.0
2118.5,1,54.4389515,18.8619743,-1.0
2118.5,2,54.4389515,18.8666626,-1.0
2118.5,3,54.4389515,18.8713508,-1.0
2118.5,4,54.4389515,18.8760390,47.0
2118.5,5,54.4389515,18.8807273,134.0
2118.5,6,54.4389515,18.8854155,-1.0
2118.5,7,54.4389515,18.8901037,-1.0
2118.5,8,54.4389515,18.8947920,-1.0
2118.5,9,54.4416464,18.8572861,-1.0
2118.5,10,54.4416464,18.8619743,-1.0
2118.5,11,54.4416464,18.8666626,-1.0
2118.5,12,54.4416464,18.8713508,-1.0
2118.5,13,54.4416464,18.8760390,311.0
2118.5,14,54.4416464,18.8807273,224.0
2118.5,15,54.4416464,18.8854155,-1.0
2118.5,16,54.4416464,18.8901037,-1.0
2118.5,17,54.4416464,18.8947920,-1.0
2118.5,18,54.4443413,18.8572861,-1.0
2118.5,19,54.4443413,18.8619743,-1.0
2118.5,20,54.4443413,18.8666626,-1.0
2118.5,21,54.4443413,18.8713508,-1.0
2118.5,22,54.4443413,18.8760390,18.0
2118.5,23,54.4443413,18.8807273,8.0
2118.5,24,54.4443413,18.8854155,-1.0
2118.5,25,54.4443413,18.8901037,-1.0
2118.5,26,54.4443413,18.8947920,-1.0
2118.5,27,54.4470363,18.8572861,-1.0
2118.5,28,54.4470363,18.8619743,-1.0
2118.5,29,54.4470363,18.8666626,-1.0
2118.5,30,54.4470363,18.8713508,-1.0
2118.5,31,54.4470363,18.8760390,-1.0
2118.5,32,54.4470363,18.8807273,19.0
2118.5,33,54.4470363,18.8854155,131.0
2118.5,34,54.4470363,18.8901037,6.0
2118.5,35,54.4470363,18.8947920,49.0
2118.5,36,54.4497312,18.8572861,-1.0
2118.5,37,54.4497312,18.8619743,-1.0
2118.5,38,54.4497312,18.8666626,-1.0
2118.5,39,54.4497312,18.8713508,-1.0
2118.5,40,54.4497312,18.8760390,-1.0
2118.5,41,54.4497312,18.8807273,713.0
2118.5,42,54.4497312,18.8854155,1.0
2118.5,43,54.4497312,18.8901037,708.0
2118.5,44,54.4497312,18.8947920,140.0
2118.5,45,54.4524261,18.8572861,-1.0
2118.5,46,54.4524261,18.8619743,-1.0
2118.5,47,54.4524261,18.8666626,-1.0
2118.5,48,54.4524261,18.8713508,-1.0
2118.5,49,54.4524261,18.8760390,-1.0
2118.5,50,54.4524261,18.8807273,10.0
2118.5,51,54.4524261,18.8854155,7.0
2118.5,52,54.4524261,18.8901037,699.0
2118.5,53,54.4524261,18.8947920,-1.0
2118.5,54,54.4551211,18.8572861,-1.0
2118.5,55,54.4551211,18.8619743,-1.0
2118.5,56,54.4551211,18.8666626,-1.0
2118.5,57,54.4551211,18.8713508,-1.0
2118.5,58,54.4551211,18.8760390,-1.0
2118.5,59,54.4551211,18.8807273,32.0
2118.5,60,54.4551211,18.8854155,888.0
2118.5,61,54.4551211,18.8901037,19.0
2118.5,62,54.4551211,18.8947920,855.0
2118.5,63,54.4578160,18.8572861,-1.0
2118.5,64,54.4578160,18.8619743,-1.0
2118.5,65,54.4578160,18.8666626,-1.0
2118.5,66,54.4578160,18.8713508,-1.0
2118.5,67,54.4578160,18.8760390,-1.0
2118.5,68,54.4578160,18.8807273,-1.0
2118.5,69,54.4578160,18.8854155,-1.0
2118.5,70,54.4578160,18.8901037,-1.0
2118.5,71,54.4578160,18.8947920,-1.0
2118.5,72,54.4605109,18.8572861,-1.0
2118.5,73,54.4605109,18.8619743,-1.0
2118.5,74,54.4605109,18.8666626,-1.0
2118.5,75,54.4605109,18.8713508,-1.0
2118.5,76,54.4605109,18.8760390,-1.0
2118.5,77,54.4605109,18.8807273,-1.0
2118.5,78,54.4605109,18.8854155,-1.0
2118.5,79,54.4605109,18.8901037,-1.0
2118.5,80,54.4605109,18.8947920,-1.0
2118.5,81,54.4632059,18.8572861,-1.0
2118.5,82,54.4632059,18.8619743,-1.0
2118.5,83,54.4632059,18.8666626,-1.0
2118.5,84,54.4632059,18.8713508,-1.0
2118.5,85,54.4632059,18.8760390,-1.0
2118.5,86,54.4632059,18.8807273,-1.0
2118.5,87,54.4632059,18.8854155,-1.0
2118.5,88,54.4632059,18.8901037,-1.0
2118.5,89,54.4632059,18.8947920,-1.0
2128.5,0,54.4389515,18.8572861,-1.0
2128.5,1,54.4389515,18.8619743,-1.0
2128.5,2,54.4389515,18.8666626,-1.0
2128.5,3,54.4389515,18.8713508,-1.0
2128.5,4,54.4389515,18.8760390,57.0
2128.5,5,54.4389515,18.8807273,144.0
2128.5,6,54.4389515,18.8854155,-1.0
2128.5,7,54.4389515,18.8901037,-1.0
2128.5,8,54.4389515,18.8947920,-1.0
2128.5,9,54.4416464,18.8572861,-1.0
2128.5,10,54.4416464,18.8619743,-1.0
2128.5,11,54.4416464,18.8666626,-1.0
2128.5,12,54.4416464,18.8713508,-1.0
2128.5,13,54.4416464,18.8760390,321.0
2128.5,14,54.4416464,18.8807273,234.0
2128.5,15,54.4416464,18.8854155,-1.0
2128.5,16,54.4416464,18.8901037,-1.0
2128.5,17,54.4416464,18.8947920,-1.0
2128.5,18,54.4443413,18.8572861,-1.0
2128.5,19,54.4443413,18.8619743,-1.0
2128.5,20,54.4443413,18.8666626,-1.0
2128.5,21,54.4443413,18.8713508,-1.0
2128.5,22,54.4443413,18.8760390,18.0
2128.5,23,54.4443413,18.8807273,8.0
2128.5,24,54.4443413,18.8854155,-1.0
2128.5,25,54.4443413,18.8901037,-1.0
2128.5,26,54.4443413,18.8947920,-1.0
2128.5,27,54.4470363,18.8572861,-1.0
2128.5,28,54.4470363,18.8619743,-1.0
2128.5,29,54.4470363,18.8666626,-1.0
2128.5,30,54.4470363,18.8713508,-1.0
